Timecode,BlendShapeCount,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,TongueOut
00:00:00:23.23,31.0,0.014250151126995394,0.00017431321038971853,0.03178396529136269,0.07628516011239478,0.009008182149255951,0.11602686695455852,0.04610598604310649,5.716261135278809e-05,0.0005094511936256345,0.020685558763756388,0.02705308136815881,0.0059907013058388475,0.005230519139389299,0.002253236741244411,0.0050049977664109475,0.0335279417685603,0.03859323377034579,2.8841346791703302e-05,0.0006009127438017965,0.002458341994107718,0.0015861806115605123,0.002456455047490791,0.0008245759726106422,0.17204769213022875,0.1749331283920963,0.0527562720338179,0.05469615027765859,0.0005375639370787748,0.022293663309508077,0.021915068006198763,2.9033223560401506e-05
00:00:00:24.24,31.0,0.015300763427920448,8.715660519485926e-05,0.031243166358163793,0.07722300615311359,0.011438462851506775,0.12088564958274037,0.05182526705378834,0.00018276920848454405,0.0010338011448655672,0.026802643014795596,0.030725002723311655,0.0071564682513338244,0.005526018404026849,0.0037291154863534053,0.006469540964263474,0.0344335498984622,0.040974218967663796,1.4420673395851651e-05,0.0008481466889355983,0.0028116817664210593,0.001291147648845956,0.0017220045082581956,0.0008075524628430211,0.17563062289864856,0.1757676044282297,0.0535935870190299,0.05478373177578265,0.0006068893160277875,0.02324317149147069,0.022772815587958233,1.4516611780200753e-05
00:00:00:25.25,31.0,0.015607842072699123,0.00015182406279982963,0.030183403954352345,0.07545468373298989,0.013158745116523037,0.11726025951951578,0.05122051424142987,0.00020934033360757204,0.0006501467558281336,0.028661842829886548,0.030754856982516877,0.007586111907654063,0.004363013468960925,0.004029988899931152,0.006275204110616337,0.03376525765041345,0.03980119368588304,7.2103366979258255e-06,0.002283825805781999,0.00265836450661738,0.000645573824422978,0.0015348541837340978,0.0011257784694567105,0.17324486066654837,0.17699351356312532,0.0517404712180215,0.053834520318757524,0.0007620949489798937,0.023346786085887097,0.024296745912651466,1.6008081478612797e-05
00:00:00:26.26,31.0,0.014492934949623362,0.00011317517893285473,0.030192505203408673,0.07542184076309374,0.014125884036983569,0.12565744525715625,0.06174333784161638,0.00028036603315013606,0.0007329013959833168,0.022603841218801074,0.02502570684685689,0.007775590585913782,0.005181426666816062,0.004130910910718026,0.006029552131754068,0.03322926784743782,0.03897153879779267,0.00023081714291016292,0.0025027297839515994,0.00287606155229369,0.000322786912211489,0.0012455559944811489,0.0006820053920216552,0.16505522871889428,0.16618305914543516,0.0501119941194811,0.05208184199464866,0.0007371069959265968,0.02304072709586385,0.024333180987050233,8.004040739306399e-06
00:00:00:27.27,31.0,0.013224316019528481,0.00013693371930107736,0.029153808768949237,0.06943830143213357,0.016839918909353734,0.13199108395241158,0.09343248801022083,0.000313897028482618,0.0011294721075032084,0.018086702423022037,0.020925113985609894,0.011806073048336542,0.00941716205335653,0.002331966448601263,0.005634220225667884,0.03154803191716426,0.03648954776713094,0.00018898584881738148,0.0016493134401734996,0.004786358949307395,0.0013993893786711945,0.0023194381806106745,0.0013568558327886776,0.1470559306188313,0.14821534093689143,0.0466231461475272,0.04629031755990058,0.0024527863647273484,0.021151710459123826,0.022372900572026816,2.0106450329904054e-05
00:00:00:28.28,31.0,0.012705382520314692,0.00010918055732242894,0.028181314377169468,0.06630268340706863,0.018917295730552418,0.14137497322391696,0.1397032225955988,0.000156948514241309,0.0006768644977675543,0.009043351211511019,0.015789703493153947,0.01693821996878742,0.012824338283424516,0.0016377204600851315,0.004423471820506392,0.02861155817953223,0.03282516057436087,0.00014751591254924073,0.0018596224587408498,0.007793537242593247,0.002369997512521497,0.0026211290539726873,0.0017597642060385387,0.1293526623270853,0.13117677835857477,0.0414323611115405,0.04358116630944739,0.004141380686845924,0.019798839543526715,0.022052149785858906,1.0053225164952027e-05
00:00:00:29.29,31.0,0.010860372615037646,0.00016661907116166446,0.025560187130262736,0.06474713059961812,0.02412409224681126,0.15025364496624083,0.16423411343641406,0.0002264222986789045,0.00033843224888377714,0.00816895460007731,0.009708203854578674,0.020374476539250008,0.014320952994766257,0.0008188602300425658,0.002211735910253196,0.028406097864347064,0.03209534091325808,7.375795627462037e-05,0.0009298112293704249,0.008304917669982623,0.0013150998633216485,0.0026252092287651937,0.0026416575668387694,0.11214531007518092,0.11752881540971799,0.03689259057516795,0.03895735414938689,0.005143265078110762,0.01788646638605261,0.022204242429784152,5.0266125824760134e-06
00:00:00:30.30,31.0,0.011064145854204023,0.00019340117712608225,0.02682807573630922,0.06822186992913491,0.02532238551016678,0.16100434530931518,0.17224988924536766,0.0004866677764699523,0.0008947648388411886,0.007516594702592205,0.009208113194712937,0.022178506293473503,0.016657776287765477,0.0004094301150212829,0.001881482475661448,0.030149561974027433,0.03557792580411934,3.6878978137310184e-05,0.0011397475401870125,0.009020827453181562,0.002060213929966574,0.0028107012369091968,0.0023382837950255845,0.11941173197383541,0.12351377523997324,0.03961632470426428,0.040614729981206646,0.005909347360155581,0.016883626134262752,0.020866742249156627,7.107075497638802e-05
00:00:00:31.31,31.0,0.011399658466919812,9.670058856304112e-05,0.028473861038458857,0.06783204667940736,0.02972460557041579,0.17502025300839444,0.2009155183388474,0.00024333388823497614,0.0021154770767820943,0.0044448646280123025,0.008265774816875118,0.02792682582566035,0.02224353472469804,0.00020471505751064144,0.001159830915388024,0.030824881823171515,0.03486957165740977,1.8439489068655092e-05,0.0005698737700935063,0.007264889647983181,0.003385713260151687,0.0029783740047541985,0.0032495563417208923,0.11595097691593001,0.11694660145570288,0.038420301279114985,0.03907270275582012,0.00539700752736209,0.01858030423574958,0.016611938310576262,3.553537748819401e-05
00:00:00:32.32,31.0,0.008439713192753256,0.00013085616116667055,0.02705273753393318,0.06857541647143658,0.0319855586638948,0.19056704905916697,0.23253254738219986,0.00029170595714558806,0.001432138595289597,0.0022224323140061513,0.004132887408437559,0.031655999319895524,0.02325647582649467,0.00010235752875532072,0.000579915457694012,0.029393542946035307,0.034163086429948836,9.219744534327546e-06,0.001225973154115453,0.006896815198373091,0.0030030719616898436,0.0025930398779077995,0.0027658159628277963,0.1018519128897658,0.10276355275774718,0.034166746947013944,0.03506200161094036,0.005824506611829345,0.01829221367862479,0.01558995477006473,9.6562235169397e-05
00:00:00:33.33,31.0,0.007377710676576778,0.00012333958091803528,0.026947440460267792,0.06999428047034884,0.032557070302511246,0.2052889330550504,0.25970038099471926,0.00023451302503099404,0.0011646259145471486,0.0011112161570030756,0.0020664437042187795,0.03394135015564381,0.027927243511077136,5.117876437766036e-05,0.000289957728847006,0.031031228795972754,0.03709288255160807,4.609872267163773e-06,0.0006129865770577265,0.010365887047206996,0.003906302138114372,0.0031975756251297,0.002694228792923948,0.10125512384071306,0.10257293497157455,0.03519755657158472,0.03548810703811328,0.006622322068217022,0.017654519006742295,0.016622578013169916,4.82811175846985e-05
00:00:00:34.34,31.0,0.007500939312768989,0.0002766618815186676,0.027854512385995747,0.07150985038923097,0.034013759368432026,0.22058507121426224,0.26947739384265834,0.000179515426628497,0.0013341892295346742,0.0005556080785015378,0.0010332218521093897,0.03748313487746921,0.03080333088844832,2.558938218883018e-05,0.000144978864423503,0.03344165729747578,0.03857496165129419,2.3049361335818865e-06,0.0010799659999727632,0.010747385428029098,0.0048922290945769865,0.0046533666011433494,0.003758692247042174,0.10394771646804782,0.10813527660882646,0.03576315222006131,0.03648581392197449,0.008051924489737811,0.014216441400415298,0.01566464883994466,7.394117082476273e-05
00:00:00:35.35,31.0,0.006462270514762895,0.0003182084454656838,0.02727953295035737,0.07251638043248093,0.034216092911249614,0.21730640191248235,0.27664632927225075,8.97577133142485e-05,0.000669436891042495,0.0002778040392507689,0.0005166109260546949,0.036907105526221805,0.03181939418122081,1.279469109441509e-05,7.24894322117515e-05,0.03307294757299799,0.0381446507220113,1.1524680667909432e-06,0.0010888318823038816,0.0113583487610905,0.0048081926030278934,0.004798328663246825,0.0034023677321121373,0.10023531815085396,0.10766900011557423,0.0337642879675879,0.03553871456100859,0.008275363635421406,0.0143224409409198,0.01512664026474653,6.717430782973595e-05
00:00:00:36.36,31.0,0.007833846905130348,0.0003602475471079919,0.027918394407250337,0.07646816158455327,0.034162369562628955,0.21569949218835022,0.2820940232815645,0.00014257459473427425,0.0004976626431759475,0.00013890201962538445,0.0015288231698983475,0.0378920821502273,0.030925306653007405,6.397345547207545e-06,3.624471610587575e-05,0.033818607708479845,0.038380434197418045,5.762340333954716e-07,0.0009827168338625908,0.0117215794121667,0.004400687988716397,0.004285464142927012,0.0030298794315181685,0.10739020879404533,0.11338378701934257,0.0358086303567416,0.0368394163415547,0.008675532436073103,0.01518246897497935,0.015979374902723713,0.000166365813377768
00:00:00:37.37,31.0,0.007779064152786223,0.0002146451074272679,0.029511378954161116,0.0746411715157912,0.03413194651079328,0.20879696224731992,0.2721356410057496,7.128729736713712e-05,0.0009319438572136237,0.0014449064191010923,0.003958933697557124,0.035975373072150554,0.030055945354215553,3.1986727736037725e-06,1.8122358052937875e-05,0.03271754902137607,0.038598297825570976,2.881170166977358e-07,0.0004913584169312954,0.01022806859490495,0.0038454219456106487,0.0038117040346902563,0.0027215426169793842,0.11237640616961711,0.11723931985263544,0.03750976551053555,0.03886901498664,0.008701377558559301,0.015825508129791225,0.016366164737581408,8.3182906688884e-05
00:00:00:38.38,31.0,0.006815389977966262,0.00010732255371363394,0.02846856315946026,0.0697417723242484,0.03605606150960994,0.20108091043731963,0.27123270721590276,0.00024379238146496855,0.0012282594559295619,0.005078289869220396,0.0035318586460827118,0.035242946213843024,0.02916465959822743,1.5993363868018862e-06,9.061179026468937e-06,0.031552093458837686,0.03762206747686664,1.440585083488679e-07,0.0002456792084656477,0.010517616304145324,0.0033857935918167243,0.0037213824888488282,0.003737823168583742,0.1134954017284929,0.11606436648549892,0.036968385817992826,0.036810919199529155,0.00997006753973665,0.015253116360403962,0.016840135481774404,4.1591453344442e-05
00:00:00:39.39,31.0,0.0067734109546117305,5.366127685681697e-05,0.029302011678692882,0.07350965674241594,0.03287944162803922,0.2002481182778944,0.2558515434034454,0.00013494960793829482,0.0011623741819313809,0.002539144934610198,0.006258491587245356,0.03292368601578551,0.025308688540635515,0.003245005977511901,0.0022675063772571347,0.03352526499960144,0.03538351289707322,7.202925417443395e-08,0.00012283960423282384,0.008767951519482363,0.002096357842425212,0.0018820082868347878,0.001868911584291871,0.10792810826914605,0.11271305222601816,0.03711861279725436,0.03751942493227263,0.010069911603592326,0.014442276667107031,0.0211116270109115,2.0795726672221e-05
00:00:00:40.40,31.0,0.008727320764728964,0.00019760167100015848,0.029992455368278992,0.07573625860373281,0.03207299468377246,0.1856494973284537,0.2406344371322685,0.0002135788268296474,0.0012235035068716405,0.009280466527439949,0.012792920774024628,0.030022229382485506,0.025817903409092607,0.0016225029887559504,0.0024368129360711676,0.03153471052216152,0.036222188583403314,3.6014627087216976e-08,0.0005162982366552119,0.008743257381614532,0.001870068299343006,0.002819668972254294,0.0011459293465186854,0.12251745715447807,0.1268883563046213,0.038700321227905135,0.039763174840346666,0.009829031886886764,0.014818642517203516,0.0205809124253242,3.925954992344418e-05
00:00:00:41.41,31.0,0.007926624881361182,0.00035770851124317923,0.029759797143458597,0.07613576411088355,0.02882171320398158,0.1806479310086635,0.21368747737427018,0.00040010759564477365,0.0009821974146825702,0.015255466595638676,0.014432094100019265,0.026228334446296252,0.02548905587677605,0.0008112514943779752,0.0018876024832594337,0.03077998272859381,0.03996365090776951,1.8007313543608488e-08,0.001489009247326356,0.008839317191688416,0.001358738423670203,0.003773185659826047,0.0006221273293281446,0.13590687788878153,0.1428081426503537,0.04261447931855766,0.041214790139861734,0.009356932074939782,0.013409767414269058,0.0217617593925222,4.458456334854383e-05
00:00:00:42.42,31.0,0.00962504775183114,0.0003514618563104896,0.03105497493720015,0.07774871318976107,0.03040514090398699,0.17494631881968514,0.19079549504528176,0.0002945513741782868,0.0011388116719058352,0.02241800377535264,0.020632154793988132,0.026057369852833526,0.021550059946797526,0.0004056257471889876,0.003094687700905767,0.033501501566585504,0.04000180746401086,9.003656771804244e-09,0.001289296664845678,0.007315929776205708,0.0009188839576069515,0.0033076429984868734,0.0015524235243690224,0.15082651514487597,0.15471332686554773,0.04450005141660493,0.04418495853457242,0.0071946612155017915,0.01580696186181763,0.0194803863873593,6.970591394794593e-05
