Timecode,BlendShapeCount,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,TongueOut
00:00:01:15.75,31.0,0.024498758761018372,7.181976213006824e-05,0.047914325175571655,0.07885057479226515,0.0050910735043001865,0.1949755362993093,0.016586965049167443,4.5225069014546436e-07,0.004339841126410025,0.11274764552825958,0.12307776243925021,0.01573175883436596,0.012538453365758588,0.01903989518697527,0.02287676781422051,0.04561614323901756,0.05676736326038291,0.00044567076949241104,0.007335076851548839,0.0032532491757652784,0.006622511216823439,0.002787201554365089,0.002623943396356559,0.3182986913378335,0.3190125738031834,0.09449725744197454,0.10651321060249302,2.9454143469392355e-05,0.034925949496714646,0.03775479652920408,5.0128231806169446e-05
00:00:01:16.76,31.0,0.025335055737659234,0.00010968180484543412,0.047925469889187874,0.08273396268528663,0.003578698518977193,0.2303689625027583,0.02017904543621337,2.2612534507273218e-07,0.0036167227322895126,0.09482396327015889,0.10401226819276771,0.01975175525319768,0.015192727459170144,0.018013391544498335,0.022165439277917854,0.04974461572491933,0.06140753448515856,0.0008583596651154555,0.00818591136381132,0.0037616936973820896,0.008252990093739868,0.0031905196983551447,0.0033143264094724293,0.3181017755595493,0.318603213352321,0.09744145049189372,0.10744203302656156,1.4727071734696177e-05,0.03445258397494172,0.03595826406498274,6.853732236356065e-05
00:00:01:17.77,31.0,0.025713507532559268,5.5975253318598715e-05,0.04871480607188938,0.08915253914913517,0.0017893492594885966,0.26827953289761175,0.016328853114162836,1.1306267253636609e-07,0.0034517084543922564,0.076144307516799,0.0849903908407686,0.02256267225033139,0.018327855921138173,0.016625707919437318,0.020638532564059228,0.05480540097814701,0.06721958801403503,0.00042917983255772775,0.00744362520001876,0.004743331043029345,0.009891500061706684,0.0031254908258187223,0.0030459179003901144,0.3153618931337023,0.31614687826353227,0.09891844577359576,0.10794516490595808,7.363535867348089e-06,0.03280455635803146,0.03409313598880927,3.4268661181780324e-05
00:00:01:18.78,31.0,0.025942608937364033,5.5203666257287486e-05,0.048689283769315445,0.09594236034910368,0.002872733929034448,0.3052009246290427,0.03436762864078827,5.6531336268183045e-08,0.003494414375971678,0.06761964021264791,0.073603675367236,0.026041698109537798,0.02161396734731834,0.01740983219198316,0.019287981837995516,0.057572908332257956,0.07120048023886907,0.0006104811729092639,0.01035895929645768,0.004988692200732472,0.010705809722818892,0.0037551504653924113,0.004078839645776457,0.3103449523232293,0.3119528730020817,0.10076212528729148,0.10923990153619284,3.6817679336740443e-06,0.03203037203260858,0.03466818017070368,3.700689168803524e-05
00:00:01:19.79,31.0,0.024983754493167566,2.7601833128643743e-05,0.04935192519972022,0.09884834149857605,0.001912836250303374,0.33940170216265825,0.04418315564436588,2.8265668134091523e-08,0.0034307450362795894,0.05979198022752641,0.06447020575493564,0.028879527201965648,0.02448117207893447,0.015210919535417979,0.018600902892652958,0.060235090370133235,0.07164434973213785,0.00030524058645463195,0.00797680572127929,0.005974039185321436,0.011175730106968646,0.004174327529084305,0.004160432480768979,0.3060965627323544,0.30553238785792863,0.10333901466619819,0.11091067415152307,1.8408839668370222e-06,0.031495486427886236,0.03471911466273104,1.850344584401762e-05
00:00:01:20.80,31.0,0.027130712810839484,1.702329267249143e-05,0.04916877587412441,0.10164941032419722,0.000956418125151687,0.3628622492537077,0.06886627065560655,1.4132834067045761e-08,0.0032871954296406947,0.049757054965047204,0.05821902878627172,0.03247151161269107,0.028088082727833134,0.01608513132048624,0.019002129044385627,0.06115518687424792,0.07463332580434137,0.0008338129073654161,0.009379212709544244,0.006737861657279768,0.012500715828308924,0.004143843452936203,0.0031267806703828395,0.29445770829374374,0.29582881528402105,0.10011458308345005,0.10669393351512309,9.204419834185111e-07,0.029700709993413517,0.03341621416882887,9.25172292200881e-06
00:00:01:21.81,31.0,0.024693400161308644,4.6734987443614184e-05,0.05013316082345766,0.10043116996531741,0.0028852653420562936,0.40583368641064443,0.10074811571549093,7.066417033522881e-09,0.003469725240239297,0.029947146286739952,0.03789156217150381,0.039084587296027685,0.03300145137163177,0.01377092406309132,0.016799487499521114,0.06358986808984346,0.07692681410365723,0.00041690645368270803,0.007880829722820773,0.009112584342131035,0.013936217601780812,0.004302572471800301,0.0032690182236324696,0.2695985160740951,0.2695937285734451,0.09849775910797677,0.1058120926759499,4.6022099170925554e-07,0.02767310781517196,0.030991287321230833,4.625861461004405e-06
00:00:01:22.82,31.0,0.022413632147929324,2.3367493721807092e-05,0.04906295405023953,0.0974550003302348,0.008843105319469897,0.4352934037741317,0.14162685420965507,3.5332085167614403e-09,0.0030243052673681486,0.023972887302524826,0.030113910827897404,0.04585573079694244,0.03838607603238109,0.01266005314964296,0.016613675444387355,0.06554801992639334,0.07523847822573491,0.001369995947934054,0.007059375048249486,0.012148870589618367,0.015619645690264656,0.005112559541018201,0.004402612145120435,0.24429561309381023,0.24302942206031258,0.09189960897178928,0.0994774128269085,2.3011049585462777e-07,0.027177006593538132,0.030519406020830565,2.3129307305022027e-06
00:00:01:23.83,31.0,0.020899397444437563,0.00022461202709520353,0.047960306411950065,0.0925083261972791,0.0163300065489261,0.49208529169839094,0.21986233664977228,1.7666042583807202e-09,0.0028161336919835744,0.01603668357187856,0.0227000403870455,0.06239027531201107,0.050046519979467394,0.00912551607975483,0.012841399840545126,0.06737287830345047,0.07946019845320135,0.000800468003380727,0.007863431349679543,0.019138540358485983,0.018577982137770628,0.00640002033062345,0.004896877703753367,0.21853063311360127,0.2106269257742473,0.0851743769656195,0.09404606497640056,1.1505524792731389e-07,0.025583466808593663,0.02430169223258418,0.0003036854278581511
00:00:01:24.84,31.0,0.018170115133976233,0.00011230601354760177,0.046904475840910384,0.09448353709012895,0.0246329582379087,0.5043658682479534,0.26266389823669034,8.833021291903601e-10,0.0033985150638307874,0.008901976919444131,0.0147180998558457,0.06512391195324288,0.05400782714020724,0.007928814869568314,0.012368227395927613,0.06778048595305389,0.07713887208259773,0.0015137726319970634,0.007093401216111921,0.01844631286022174,0.018705415738210662,0.007561981446780575,0.006424430011554184,0.20105284852873206,0.19199854669363836,0.0804384922986514,0.08461546960649213,0.0012852268012388138,0.02357998039354698,0.02389147474621494,0.00015184271392907554
00:00:01:25.85,31.0,0.016538720841633915,5.615300677380088e-05,0.04863445714264314,0.09206010282650903,0.028238500239740998,0.5103037689513998,0.28418417144176283,4.4165106459518004e-10,0.003927645163391294,0.0044509884597220654,0.00735904992792285,0.06663913093818834,0.05370378812020772,0.006811367413126207,0.008788197554531507,0.0667272054678008,0.07665782105702491,0.0007568863159985317,0.00681983565918716,0.01748495810507287,0.01821484659492253,0.006528169732410587,0.006009062379024192,0.1773344149345702,0.17231938509837558,0.07435982182648215,0.07963373915939193,0.0019253500596693568,0.02154930269236274,0.02244291811811307,7.592135696453777e-05
00:00:01:26.86,31.0,0.01660116775106766,7.776628803293469e-05,0.04633967146351532,0.08929572195120311,0.0337713001083787,0.5178270804080882,0.32942429864583866,2.2082553229759002e-10,0.0030212378510108473,0.0022254942298610327,0.006799924975500875,0.07476983498937687,0.06206083456608526,0.0034056837065631037,0.005813659528212153,0.0667454187336467,0.08121017953643365,0.00037844315799926586,0.00658567192967788,0.021610980298511884,0.020989692121144515,0.008915747923711343,0.0068371135738599965,0.1681431169387969,0.16649246349282942,0.06529926635338082,0.07037708365216182,0.0037268292554224784,0.01606908420977447,0.015181891543802485,3.7960678482268885e-05
00:00:01:27.87,31.0,0.01678120165204693,0.00022923430239696734,0.04455614246465061,0.0961364169434093,0.03839225386140025,0.5039790355758627,0.33229984682887026,1.1041276614879501e-10,0.0017857940126593235,0.0011127471149305164,0.0033999624877504376,0.07289507752362288,0.06047071595953338,0.0029882122925725518,0.006267806927644377,0.067689565780903,0.07862863983158848,0.00018922157899963293,0.00726303616074744,0.02094348864823214,0.01863648756563481,0.008766214101542722,0.006825860030805498,0.16391642814265056,0.1655980876800809,0.06380452092743522,0.06576107170827351,0.00520536882917109,0.018959706551121933,0.019260801336733892,9.854788340338445e-05
00:00:01:28.88,31.0,0.016135086338399267,0.00011461715119848367,0.043838164620286654,0.10321315921919455,0.04125731470464303,0.47810005066776073,0.32119687816544984,5.5206383074397505e-11,0.0023616211118367616,0.0005563735574652582,0.0016999812438752188,0.07060526195021169,0.05749060812079124,0.004038892927358876,0.005950217108693289,0.0640424982771998,0.073661395884775,9.461078949981647e-05,0.00526185971452802,0.01810549558237012,0.016008904274403105,0.007018855176384061,0.006026448402481949,0.166125366714529,0.1635362919031279,0.061334894355419306,0.06573383746865966,0.005300517296989845,0.019707879933857517,0.021855020876511096,4.9273941701692226e-05
00:00:01:29.89,31.0,0.016258791571199083,5.7308575599241834e-05,0.04442359825605473,0.11036983776875788,0.041612364512079114,0.45991803168249024,0.2879894049020837,2.7603191537198752e-11,0.002162573561175031,0.0002781867787326291,0.0014757984138859094,0.0691604980968023,0.05565394760411582,0.004315016911720388,0.005369654144851644,0.0626803864322963,0.07857803328694045,4.730539474990823e-05,0.0048831751791338605,0.01526900001384226,0.014812985470443452,0.0057883152549538805,0.004445289121904774,0.17895855487730689,0.17668498137884814,0.06398463684135824,0.06583856909634458,0.004132443624834223,0.01982567410327176,0.019993546409300997,2.4636970850846113e-05
00:00:01:30.90,31.0,0.029211072492271242,0.00012179492716432091,0.043657459048600564,0.16988610798512124,0.030251794574853358,0.3011275279471869,0.1497660805062567,1.3801595768599376e-11,0.0023931491561747153,0.018849598606680062,0.023180541806287206,0.0380928569357884,0.02966169743484056,0.010538897537338294,0.011564570588870973,0.0725263508301408,0.08677332884997693,3.6626952161922344e-05,0.00713882289070388,0.00877971105534533,0.007406492735221726,0.0035713846700923405,0.0023570344084693873,0.26398775965644217,0.2630929081603561,0.07117285051849558,0.07437447517693929,0.0023577779323359113,0.02600659591782678,0.02720444788679085,1.2318485425423056e-05
00:00:01:31.91,31.0,0.03789387748523032,0.00011732071044266045,0.04398714551238793,0.20036140617924042,0.024372325784562276,0.2227377319310901,0.07750223784526755,0.00022091158424469788,0.0025580857601273078,0.03201734013371378,0.034122357722553905,0.0245127574017292,0.01594504532712593,0.013295564364963547,0.014081464669607135,0.080151978986533,0.09256222862467452,1.8313476080961172e-05,0.0071051496602023406,0.004389855527672665,0.003703246367610863,0.00197990010020812,0.0018152848002410435,0.31481658414340663,0.31179730738027267,0.07915544618620013,0.08234572812706675,0.0017474092439065058,0.02892765297407204,0.033077965255303175,1.0201182686542705e-05
00:00:01:32.92,31.0,0.03979934618315831,7.907774002462536e-05,0.04508904081537611,0.2067628604034439,0.01641578764796169,0.1947615978109239,0.057893066773218725,0.00011045579212234894,0.0032861329009884538,0.036312489395403394,0.042088569430725406,0.0173916634376171,0.014347801475464765,0.016067476725366573,0.019143118317674616,0.08154400629653111,0.09272519135706266,0.0011486643670177306,0.00737774947469057,0.003845609483020232,0.0033536537128872317,0.00244526730148831,0.0009682789503085718,0.3243093589710029,0.33100069386175957,0.08034311289317177,0.08054377339676243,0.0018464300729458029,0.02792140229997182,0.03295407199647174,5.1005913432713525e-06
00:00:01:33.93,31.0,0.0433550973258502,0.0001646480880732627,0.044945100754272355,0.22204915940065462,0.018220428270995147,0.17073893234071125,0.037150246609947465,5.522789606117447e-05,0.003008200011688127,0.03748822519434665,0.04376811967701545,0.01355059837079655,0.009841614182412332,0.01695114270140074,0.019474767511462657,0.08427850997871941,0.09546565082784808,0.0013778000011133652,0.008915738285504834,0.0032806972696864164,0.0016768268564436159,0.001817325024151955,0.0004841394751542859,0.3382647534095661,0.34165589919890804,0.07877093580726169,0.08129235457576922,0.0009986000109525515,0.03047868862478506,0.033924138813148624,1.8436796149426507e-05
00:00:01:34.94,31.0,0.0445701411377433,0.00013849490247938134,0.04431776258338063,0.23423330366263426,0.018668330221324924,0.15860076837210352,0.023938909898053282,2.7613948030587235e-05,0.0035046009195534634,0.03870986183113442,0.045494856617901876,0.011203162470343725,0.007501104736387566,0.016423701719886767,0.01852149627624723,0.08481254849049835,0.1002776017641838,0.0006889000005566826,0.009890916333060967,0.002809493742112458,0.0008384134282218079,0.0015520620561361776,0.00024206973757714295,0.3531094590764947,0.35340628977222166,0.07900501056195985,0.0826147613485535,0.002536210509578976,0.02812906108661773,0.036187825113003766,9.218398074713254e-06
00:00:01:35.95,31.0,0.0477213620399953,0.00010333851408349026,0.046277515232506214,0.2434440323693039,0.017236203394308564,0.14688154604270307,0.01526000573230319,1.3806974015293618e-05,0.0036534241325004817,0.04064883554789711,0.04771735255025529,0.008714636836887862,0.0065779913597105825,0.018319152035537682,0.019519131255739765,0.08723182068871152,0.10362592666625059,0.0003444500002783413,0.009514439173271983,0.001404746871056229,0.00041920671411090397,0.0007760310280680888,0.00012103486878857147,0.3640458484461758,0.36625554142198424,0.08275684348584059,0.08700949537554781,0.001671740458627788,0.030569501853805164,0.036890611678096284,4.609199037356627e-06
00:00:01:36.96,31.0,0.051610038765049,0.0001394575855701451,0.04655540530380746,0.25455506488593826,0.015234885025508632,0.14121169371522588,0.008318989718916646,6.903487007646809e-06,0.003150147056149591,0.04609329012440286,0.0526576401497061,0.006704178663314081,0.005509678014010091,0.017495121676834043,0.01928063277035643,0.09131352149748151,0.10566014587521094,0.00017222500013917066,0.006957508284713192,0.0009468819329450645,0.00020960335705545198,0.0003880155140340444,6.0517434394285737e-05,0.38131543497099746,0.38104621558289453,0.0831712317061466,0.0885895817865898,0.000835870229313894,0.03106976518373753,0.035738863363729195,3.127804481496585e-05
00:00:01:37.97,31.0,0.053101407904315,0.00013469040500962255,0.046309073366210526,0.26479967854873543,0.017162087948862415,0.13489596805531345,0.006568880376697873,3.4517435038234044e-06,0.002957641447865495,0.04615560798548973,0.05469683491712485,0.00520856726279889,0.004279700443342246,0.01754401431436912,0.020054123270659065,0.09433784481537016,0.10679542168795833,8.611250006958533e-05,0.007515391165447896,0.00047344096647253226,0.00010480167852772599,0.0001940077570170222,3.0258717197142868e-05,0.39002525558001927,0.3905344207530256,0.08317323682666031,0.08954230096886405,0.002492970239674097,0.028490289272571915,0.0369938669427565,1.5639022407482923e-05
00:00:01:38.98,31.0,0.05375564032241105,0.00013111472183386128,0.04652965483441236,0.2591769070548624,0.01617606618341986,0.14149466286877077,0.0034225571888095363,1.7258717519117022e-06,0.0028177710822639476,0.04424678474020617,0.05308280852201418,0.006397137657359395,0.005185673181064373,0.01880801000175661,0.020615314552261635,0.09362133665209843,0.10755604453295352,0.0005756973255862926,0.008772832256770448,0.00023672048323626613,0.000492113616997663,9.70038785085111e-05,1.5129358598571434e-05,0.37941940004590713,0.382713953626406,0.08402608661830525,0.09177771283661249,0.0012464851198370486,0.029818916306746657,0.03524041090529815,0.00011079491695639146
00:00:01:39.99,31.0,0.05587773178241848,0.00022261653122263063,0.047903800593685486,0.27189957952115984,0.01359479912041218,0.13895134692777833,0.0017112785944047681,8.629358759558511e-07,0.002365897717645624,0.042930170592425536,0.05412175862373329,0.0054815701472536475,0.004782800180885886,0.018793314213443706,0.021002943371273168,0.0966085273689321,0.1075193469594413,0.0002878486627931463,0.006867450153935074,0.0011953528427743332,0.0002460568084988315,4.850193925425555e-05,7.564679299285717e-06,0.3876906701672254,0.391606484836465,0.08516839310020258,0.09131129122512995,0.0015162356226531243,0.02874442077470453,0.03618071185609523,5.539745847819573e-05
00:00:01:40.100,31.0,0.05467996636640129,0.0001697748342005153,0.047420327656900546,0.27045860814856515,0.01748442761807929,0.13811221006209473,0.0056874171827585845,4.3146793797792555e-07,0.003279782520021412,0.042660426197825965,0.0539098772326182,0.0070051751696951735,0.006847930881218943,0.017848361042583402,0.022031582298148184,0.0954343231353308,0.10566297719232706,0.0009504841399488232,0.007250510367804787,0.0015505470064115165,0.00018972972704336575,0.0003703648972894778,4.5784987764800936e-05,0.38125411017478394,0.3841914410323529,0.08163424662992379,0.08711542207368937,0.0016480412348552121,0.027873629141810664,0.03309425131510106,2.7698729239097864e-05
00:00:01:41.101,31.0,0.053947479847128645,0.00012056079699832894,0.04754742100508792,0.26323536002540104,0.016188298911895795,0.141181070519958,0.0028437085913792922,2.1573396898896277e-07,0.003837154091042956,0.04636490523734643,0.056812764104161154,0.007901658101076237,0.006682349739142671,0.018591204537672,0.020723613613480543,0.09336360925600651,0.10650581766840053,0.0004752420699744116,0.008595122130241994,0.0007752735032057582,9.486486352168288e-05,0.0001851824486447389,2.2892493882400468e-05,0.3878507333186313,0.38947429631802577,0.08176544722042985,0.08955699959580463,0.001001281105699306,0.029335136244179334,0.03346438602124853,7.121045331264894e-05
00:00:01:42.102,31.0,0.056805613176552174,0.00025028417355931447,0.04815729453996706,0.2622375337476706,0.014168329351170048,0.13914530918671392,0.0014218542956896461,1.0786698449448139e-07,0.002528083898446278,0.04630636140663896,0.05595230355657808,0.007964663571712518,0.006182868684415185,0.0169697859653444,0.020189821106013722,0.0974427927740699,0.10840707967517887,0.0002376210349872058,0.005723684147758748,0.001127138540815079,0.0006452604995999414,0.00030532672078371946,1.1446246941200234e-05,0.3888482012940965,0.3887481956415034,0.08158027587395161,0.08939501275213736,0.000500640552849653,0.02892357422882392,0.032651854160006814,0.0001901162983978745
00:00:01:43.103,31.0,0.056526257985098985,0.00018585128012850723,0.046124755068798276,0.2548241912422168,0.016081810836008775,0.141922918188938,0.002170955960134023,5.3933492247240694e-08,0.0014889563509927388,0.03903026737252608,0.048766009732075885,0.00809736754327866,0.004303878032954593,0.01779244697434755,0.019403459197191913,0.09497955164354471,0.10667468955039039,0.0001188105174936029,0.007797101073346224,0.0009054764140003395,0.0003226302497999707,0.00015266336039185973,5.723123470600117e-06,0.3802388091183464,0.3800865545239377,0.08141532271137461,0.08817130515770202,0.0004893050996517265,0.02941538921979106,0.033499520943848254,0.00012571356306498034
00:00:01:44.104,31.0,0.04929544187747624,0.0003118730580983036,0.046388593799958286,0.23369640852498944,0.017906700680162285,0.1583061353506488,0.0010854779800670115,0.0002210521654441236,0.0019330935125105194,0.038721020556885644,0.043340869359169545,0.00853216191545053,0.005206270538912246,0.018250904263769824,0.020102334986581656,0.08853748674711301,0.09980648557304864,0.0012184781123716014,0.010779565911929613,0.0004527382070001698,0.00016131512489998536,7.633168019592987e-05,2.8615617353000585e-06,0.3592565546083828,0.35972980332207316,0.08161994680280796,0.08676844557025076,0.00024465254982586327,0.029779326950445932,0.035382947289093275,0.00020423154835909018
00:00:01:45.105,31.0,0.04569851498883557,0.0002578343945829518,0.04605011330897094,0.22632650656247105,0.01937577847863519,0.1673018403918466,0.014070724652255406,0.0001105260827220618,0.0016147072213169096,0.03274930419395297,0.04138087486823107,0.013931326147988015,0.008592917315982773,0.016485076040881463,0.018191630875296478,0.0898147050813869,0.10053210233628512,0.0007874392489353008,0.010469020700176957,0.003423621853896785,0.0009622260911617427,0.001131774167307865,0.00159002494929225,0.34724762487651806,0.3512753728619796,0.07959910042343193,0.08113795379746974,0.0012927752337866317,0.02732374558097877,0.03134469425337709,0.00010211577417954509
00:00:01:46.106,31.0,0.046343946288434586,0.0001289171972914759,0.04814975739446517,0.21405648997795562,0.017870039551085647,0.16642174462829634,0.019745041408163702,5.52630413610309e-05,0.003482286202275555,0.028436937192429734,0.03748359533945568,0.011749913705922408,0.009737866796713537,0.01282688771230853,0.01869738517216199,0.08648917323728575,0.097605673099457,0.0003937196244676504,0.006483829292516079,0.0017118109269483924,0.0005475452161507213,0.0005658870836539325,0.000795012474646125,0.3357013287556266,0.33056160229402687,0.08054398152856851,0.08228450198942927,0.0007104030053820659,0.025900231869254282,0.026899844957675494,5.484464467815908e-05
00:00:01:47.107,31.0,0.042237977226777794,0.00019333874181128794,0.04622440800531323,0.19190569128280865,0.018112351588222574,0.17001135071294807,0.02587899601857975,2.763152068051545e-05,0.0022851332735835273,0.028443493326181967,0.03633541987736944,0.013794139853883404,0.010546681404193969,0.014408985994969165,0.018871215385751643,0.07866224396417623,0.09080526487275895,0.001379949612412825,0.00880960500382389,0.002408073743360396,0.0004965375173427607,0.0005908844198009662,0.0003975062373230625,0.310229829073553,0.30898667582848616,0.0787968643189908,0.08182574773815524,0.00035520150269103293,0.03007690152587179,0.03282670517925715,0.00010208459050082954
00:00:01:48.108,31.0,0.03843573420753275,0.00011336425937820104,0.046080244781889566,0.17063605738523593,0.01945676628093579,0.18984212438353548,0.03152575548192418,1.3815760340257726e-05,0.0031255577547758136,0.026002440790173782,0.03146123328010202,0.017008269618833352,0.013867391705553084,0.014332798730688432,0.017140154367961822,0.07202477255558017,0.08628690742574596,0.0014405993809272625,0.009895587966556346,0.002205241235681948,0.0014949157366324303,0.0007792093393812832,0.00019875311866153126,0.28961087322265144,0.288833251640096,0.0771205801606894,0.08352432382597152,0.00017760075134551646,0.029640046462722995,0.032624502803704575,0.00014563020989606478
00:00:01:49.109,31.0,0.03605756319816007,7.778403658473803e-05,0.04587694354470473,0.1560566721004396,0.021527022922240943,0.1982609130943251,0.03675660779426769,6.907880170128863e-06,0.003034056669394607,0.023167094310043893,0.02659908775587856,0.018664005419057727,0.014835684776326193,0.013620569115557816,0.01683427422060486,0.07091784600960728,0.08194871869247389,0.0027211726675415815,0.011332496382651224,0.0019311130730254242,0.002639949112095865,0.0014540290727023918,0.0009765967429416656,0.27929734218135593,0.2790901914461924,0.07613620181087255,0.08386730021483511,0.0008464499165739082,0.030353703327630148,0.032751111848066936,7.826520465468217e-05
00:00:01:50.110,31.0,0.030785734615003536,6.715207049650109e-05,0.04510777305869211,0.14245648670405892,0.02276240049759707,0.20447683821143864,0.033898416486135494,7.618837051736444e-05,0.0024159143410227533,0.021165153990148795,0.02436485933313753,0.018798149759790314,0.013847245942811247,0.012204016896922657,0.01430962621576543,0.06634877497726434,0.07669825790604565,0.002598853271205441,0.00977261892351381,0.002211901765959562,0.0029314801911306324,0.001745908441335146,0.0010856002420552829,0.2657360684276378,0.2657434471063054,0.07802495369912978,0.0847268793297152,0.001274386736260104,0.030338772002684124,0.033706768683051364,7.808144372033501e-05
00:00:01:51.111,31.0,0.029284502770143467,3.3576035248250545e-05,0.04518475500895551,0.13263513887033235,0.024414520444771437,0.20878358428687926,0.03676955939667985,0.0005605307593600822,0.0028630487020860768,0.01848502412933075,0.018865872408201215,0.019559820932756357,0.014146204160531374,0.01050193019352318,0.012749457803403115,0.06498179150012012,0.07444259121160017,0.0018751013333594703,0.009523794831796805,0.0027383395641530812,0.002314827818164816,0.001955002972081373,0.0018591798767629915,0.2568138739169019,0.251979089161368,0.08023077254296239,0.0831448407626321,0.002497882739954302,0.028653698222749914,0.03252469528787098,7.876442363524152e-05
00:00:01:52.112,31.0,0.02589103179953378,9.408592867202528e-05,0.04583818896688005,0.12524263185315018,0.02352151540781097,0.21143039437637268,0.034081802598325224,0.0002830723859199322,0.002459619723064188,0.016473095643013524,0.017681611818696007,0.02080724099904818,0.014891458236614835,0.009529591389705539,0.011952309905009808,0.06260499327076906,0.07036470047702544,0.002029527316738935,0.008969186262271953,0.003898803944860141,0.0031747312488603083,0.0029025350032225363,0.0025970485024244955,0.24907019241156064,0.24849270601104284,0.08101163806915725,0.0844804034459675,0.0027248268804217508,0.029138217770513605,0.033514925112688346,6.205153460633612e-05
00:00:01:53.113,31.0,0.02404447258900539,0.00014893151664406264,0.045319723258798225,0.12252189031269489,0.022595597830241086,0.21309904442481964,0.03342363465909551,0.00019818481988351607,0.002710475850752194,0.017577981465801463,0.019421617558908904,0.020511161956342637,0.015482737463434518,0.009521471727991969,0.012415863125779854,0.061541555293865124,0.07007309507365102,0.0028878442770489676,0.009245154642056476,0.0033855023138096704,0.004339147229614204,0.0035134252293892183,0.0025555079784289475,0.2503205960169528,0.25149867842113266,0.08044127376079777,0.08391215209305705,0.0021116214732957253,0.029182562184063905,0.03298101984975922,9.156266597571807e-05
00:00:01:54.114,31.0,0.025705330006236496,7.446575832203132e-05,0.043932977279218466,0.12872916366172993,0.021816048970731645,0.22756693356361374,0.03641287909986765,0.00030255286488250805,0.0023547742906466973,0.012998751309387283,0.015499682660556052,0.02114658451236912,0.016452563351253658,0.011152112120938685,0.012843709215153527,0.061982226480278915,0.07347001364347872,0.0020674640226487338,0.009394173141812788,0.004129248871275285,0.004336303966553152,0.002113201475838159,0.0014616939229913238,0.2534868928380357,0.25305016790586354,0.08078503236770739,0.08705910446316212,0.0010878258814728443,0.030574212571843604,0.03282295372842841,5.7806570071294093e-05
00:00:01:55.115,31.0,0.0266864839603278,3.723287916101566e-05,0.04471819436062993,0.12891261977708918,0.019518575730876373,0.22828714844150533,0.030338750789772426,0.00018535725073673284,0.0025796362394221485,0.014473936958547592,0.015219376204240426,0.02084365870136831,0.015754526659031678,0.010393350017345142,0.012280275933260313,0.0631031565910744,0.07346234957634176,0.0019336438694657668,0.008234925849485144,0.003912456899319293,0.004441422843590927,0.0022992635179059293,0.001972549547908062,0.2585694895479851,0.25499297159293116,0.08249188773632099,0.08805994392469627,0.0012636017734962723,0.03133031296276255,0.03393581426023985,2.8903285035647047e-05
00:00:01:56.116,31.0,0.02733164930888875,2.3507745742388323e-05,0.04782935398573487,0.13474589935320902,0.018134169796087438,0.22750499246797556,0.028287968417113465,9.267862536836642e-05,0.002653675768977774,0.007645964375851596,0.010647822527998714,0.020160589419696756,0.015182497534493588,0.01030629435791382,0.012313081826922556,0.06506882349879381,0.07493337487309558,0.0020836108808249833,0.007693557209396223,0.0028601086732914964,0.004075499933786963,0.0025811574438460647,0.001575582171557981,0.256911983405241,0.256853540626063,0.08367562946081185,0.08997353017844309,0.0006318008867481361,0.031140561861511075,0.03339061285495527,1.4451642517823523e-05
00:00:01:57.117,31.0,0.028099687295898075,8.288456582999416e-05,0.048176661967013285,0.13889450009355092,0.01726436733900412,0.23210526703934664,0.029172053004356935,0.00024008979846203322,0.002893906394246387,0.011770773555694999,0.014346851214227057,0.020153589572953177,0.015084151921590145,0.01042818059332076,0.013187433099328079,0.06679025535896835,0.07813261571094084,0.0025394159125551414,0.008487970638585012,0.0033822489453936982,0.0049270869850256815,0.0029632275466743825,0.0010818543260686406,0.26625388379627896,0.2660095492436956,0.08674622653126728,0.0928345650460201,0.0007460336371053681,0.031422220027802386,0.03442244862735154,9.667097264751176e-05
00:00:01:58.118,31.0,0.027893460118643538,4.144228291499708e-05,0.04701185081838269,0.13868045894150505,0.01785447228550366,0.23904178142120833,0.03130125319711997,0.00032870958471871664,0.0036407347443715436,0.014535350663393199,0.015078003607420579,0.02040852421345659,0.015722612290541272,0.01111350099149793,0.01324162747242974,0.06707899021662977,0.08124822066508078,0.0013818717905513707,0.008138536045110157,0.00462128415324215,0.005017723593072991,0.0030666232811720913,0.0015351587149199204,0.27356038747099254,0.2688213040150439,0.088731487980485,0.0949182972324827,0.001358076705723434,0.03045923814493314,0.03376520368069347,4.833548632375588e-05
00:00:01:59.119,31.0,0.02840292581611477,6.554569697374152e-05,0.048307025082104896,0.14394512071134927,0.01914007944911443,0.2637199640252709,0.04412928442534123,0.00024163593960090834,0.0030645710253723217,0.0118941841338721,0.01230095471055729,0.024967440410566047,0.019633592292149785,0.010838385124521666,0.012677452170744171,0.06979140886444699,0.08320017375688919,0.0015167498667355353,0.008751501579660127,0.004699154792318324,0.005988910646715195,0.0033083202668682454,0.00157387001378816,0.27357490985526245,0.2709095204729455,0.08936748921424151,0.09559293910925279,0.001427959538593567,0.03006136879482812,0.03400843561992013,7.673065795057794e-05
